__typename,dateString,countryCode,countryName,value
HiringLabNationalAI,2019-01-21,GB,United Kingdom,2.04
HiringLabNationalAI,2019-01-21,US,United States,1.68
HiringLabNationalAI,2019-01-22,DE,Germany,1.96
HiringLabNationalAI,2019-01-22,GB,United Kingdom,2.05
HiringLabNationalAI,2019-01-22,US,United States,1.69
HiringLabNationalAI,2019-01-23,DE,Germany,1.97
HiringLabNationalAI,2019-01-23,GB,United Kingdom,2.04
HiringLabNationalAI,2019-01-23,US,United States,1.7
HiringLabNationalAI,2019-01-24,DE,Germany,1.97
HiringLabNationalAI,2019-01-24,GB,United Kingdom,2.05
HiringLabNationalAI,2019-01-24,US,United States,1.71
HiringLabNationalAI,2019-01-25,DE,Germany,1.97
HiringLabNationalAI,2019-01-25,GB,United Kingdom,2.05
HiringLabNationalAI,2019-01-25,US,United States,1.71
HiringLabNationalAI,2019-01-26,DE,Germany,1.97
HiringLabNationalAI,2019-01-26,GB,United Kingdom,2.05
HiringLabNationalAI,2019-01-26,US,United States,1.72
HiringLabNationalAI,2019-01-27,DE,Germany,1.97
HiringLabNationalAI,2019-01-27,GB,United Kingdom,2.04
HiringLabNationalAI,2019-01-27,US,United States,1.72
HiringLabNationalAI,2019-01-28,DE,Germany,1.98
HiringLabNationalAI,2019-01-28,GB,United Kingdom,2.04
HiringLabNationalAI,2019-01-28,US,United States,1.72
HiringLabNationalAI,2019-01-29,DE,Germany,1.98
HiringLabNationalAI,2019-01-29,GB,United Kingdom,2.04
HiringLabNationalAI,2019-01-29,US,United States,1.72
HiringLabNationalAI,2019-01-30,DE,Germany,1.98
HiringLabNationalAI,2019-01-30,GB,United Kingdom,2.04
HiringLabNationalAI,2019-01-30,US,United States,1.72
HiringLabNationalAI,2019-01-31,DE,Germany,1.99
HiringLabNationalAI,2019-01-31,GB,United Kingdom,2.05
HiringLabNationalAI,2019-01-31,US,United States,1.73
HiringLabNationalAI,2019-02-01,DE,Germany,1.99
HiringLabNationalAI,2019-02-01,GB,United Kingdom,2.06
HiringLabNationalAI,2019-02-01,US,United States,1.74
HiringLabNationalAI,2019-02-02,DE,Germany,1.99
HiringLabNationalAI,2019-02-02,GB,United Kingdom,2.07
HiringLabNationalAI,2019-02-02,US,United States,1.74
HiringLabNationalAI,2019-02-03,DE,Germany,1.99
HiringLabNationalAI,2019-02-03,GB,United Kingdom,2.09
HiringLabNationalAI,2019-02-03,US,United States,1.75
HiringLabNationalAI,2019-02-04,DE,Germany,1.99
HiringLabNationalAI,2019-02-04,GB,United Kingdom,2.1
HiringLabNationalAI,2019-02-04,US,United States,1.76
HiringLabNationalAI,2019-02-05,DE,Germany,1.98
HiringLabNationalAI,2019-02-05,GB,United Kingdom,2.11
HiringLabNationalAI,2019-02-05,US,United States,1.77
HiringLabNationalAI,2019-02-06,DE,Germany,1.98
HiringLabNationalAI,2019-02-06,GB,United Kingdom,2.12
HiringLabNationalAI,2019-02-06,US,United States,1.77
HiringLabNationalAI,2019-02-07,DE,Germany,1.98
HiringLabNationalAI,2019-02-07,GB,United Kingdom,2.12
HiringLabNationalAI,2019-02-07,US,United States,1.77
HiringLabNationalAI,2019-02-08,DE,Germany,1.98
HiringLabNationalAI,2019-02-08,GB,United Kingdom,2.12
HiringLabNationalAI,2019-02-08,US,United States,1.77
HiringLabNationalAI,2019-02-09,DE,Germany,1.98
HiringLabNationalAI,2019-02-09,GB,United Kingdom,2.12
HiringLabNationalAI,2019-02-09,US,United States,1.78
HiringLabNationalAI,2019-02-10,DE,Germany,1.98
HiringLabNationalAI,2019-02-10,GB,United Kingdom,2.12
HiringLabNationalAI,2019-02-10,US,United States,1.78
HiringLabNationalAI,2019-02-11,DE,Germany,1.99
HiringLabNationalAI,2019-02-11,GB,United Kingdom,2.12
HiringLabNationalAI,2019-02-11,US,United States,1.78
HiringLabNationalAI,2019-02-12,DE,Germany,1.99
HiringLabNationalAI,2019-02-12,GB,United Kingdom,2.12
HiringLabNationalAI,2019-02-12,US,United States,1.78
HiringLabNationalAI,2019-02-13,DE,Germany,1.99
HiringLabNationalAI,2019-02-13,GB,United Kingdom,2.11
HiringLabNationalAI,2019-02-13,US,United States,1.77
HiringLabNationalAI,2019-02-14,DE,Germany,1.99
HiringLabNationalAI,2019-02-14,GB,United Kingdom,2.11
HiringLabNationalAI,2019-02-14,US,United States,1.77
HiringLabNationalAI,2019-02-15,DE,Germany,1.99
HiringLabNationalAI,2019-02-15,GB,United Kingdom,2.11
HiringLabNationalAI,2019-02-15,US,United States,1.77
HiringLabNationalAI,2019-02-16,DE,Germany,1.98
HiringLabNationalAI,2019-02-16,GB,United Kingdom,2.1
HiringLabNationalAI,2019-02-16,US,United States,1.76
HiringLabNationalAI,2019-02-17,DE,Germany,1.98
HiringLabNationalAI,2019-02-17,GB,United Kingdom,2.1
HiringLabNationalAI,2019-02-17,US,United States,1.75
HiringLabNationalAI,2019-02-18,DE,Germany,1.98
HiringLabNationalAI,2019-02-18,GB,United Kingdom,2.09
HiringLabNationalAI,2019-02-18,US,United States,1.75
HiringLabNationalAI,2019-02-19,DE,Germany,1.99
HiringLabNationalAI,2019-02-19,GB,United Kingdom,2.09
HiringLabNationalAI,2019-02-19,US,United States,1.75
HiringLabNationalAI,2019-02-20,DE,Germany,1.99
HiringLabNationalAI,2019-02-20,GB,United Kingdom,2.09
HiringLabNationalAI,2019-02-20,US,United States,1.75
HiringLabNationalAI,2019-02-21,DE,Germany,1.99
HiringLabNationalAI,2019-02-21,GB,United Kingdom,2.08
HiringLabNationalAI,2019-02-21,US,United States,1.74
HiringLabNationalAI,2019-02-22,DE,Germany,1.99
HiringLabNationalAI,2019-02-22,GB,United Kingdom,2.08
HiringLabNationalAI,2019-02-22,US,United States,1.74
HiringLabNationalAI,2019-02-23,DE,Germany,2
HiringLabNationalAI,2019-02-23,GB,United Kingdom,2.08
HiringLabNationalAI,2019-02-23,US,United States,1.74
HiringLabNationalAI,2019-02-24,DE,Germany,2
HiringLabNationalAI,2019-02-24,GB,United Kingdom,2.08
HiringLabNationalAI,2019-02-24,US,United States,1.74
HiringLabNationalAI,2019-02-25,DE,Germany,2
HiringLabNationalAI,2019-02-25,GB,United Kingdom,2.09
HiringLabNationalAI,2019-02-25,US,United States,1.74
HiringLabNationalAI,2019-02-26,DE,Germany,2
HiringLabNationalAI,2019-02-26,GB,United Kingdom,2.09
HiringLabNationalAI,2019-02-26,US,United States,1.74
HiringLabNationalAI,2019-02-27,DE,Germany,2
HiringLabNationalAI,2019-02-27,GB,United Kingdom,2.09
HiringLabNationalAI,2019-02-27,US,United States,1.74
HiringLabNationalAI,2019-02-28,DE,Germany,2
HiringLabNationalAI,2019-02-28,GB,United Kingdom,2.1
HiringLabNationalAI,2019-02-28,US,United States,1.74
HiringLabNationalAI,2019-03-01,DE,Germany,2.01
HiringLabNationalAI,2019-03-01,GB,United Kingdom,2.1
HiringLabNationalAI,2019-03-01,US,United States,1.74
HiringLabNationalAI,2019-03-02,DE,Germany,2.01
HiringLabNationalAI,2019-03-02,GB,United Kingdom,2.11
HiringLabNationalAI,2019-03-02,US,United States,1.73
HiringLabNationalAI,2019-03-03,DE,Germany,2.01
HiringLabNationalAI,2019-03-03,GB,United Kingdom,2.11
HiringLabNationalAI,2019-03-03,US,United States,1.73
HiringLabNationalAI,2019-03-04,DE,Germany,2.01
HiringLabNationalAI,2019-03-04,GB,United Kingdom,2.11
HiringLabNationalAI,2019-03-04,US,United States,1.73
HiringLabNationalAI,2019-03-05,DE,Germany,2.02
HiringLabNationalAI,2019-03-05,GB,United Kingdom,2.12
HiringLabNationalAI,2019-03-05,US,United States,1.73
HiringLabNationalAI,2019-03-06,DE,Germany,2.02
HiringLabNationalAI,2019-03-06,GB,United Kingdom,2.14
HiringLabNationalAI,2019-03-06,US,United States,1.73
HiringLabNationalAI,2019-03-07,DE,Germany,2.02
HiringLabNationalAI,2019-03-07,GB,United Kingdom,2.13
HiringLabNationalAI,2019-03-07,US,United States,1.73
HiringLabNationalAI,2019-03-08,DE,Germany,2.03
HiringLabNationalAI,2019-03-08,GB,United Kingdom,2.12
HiringLabNationalAI,2019-03-08,US,United States,1.73
HiringLabNationalAI,2019-03-09,DE,Germany,2.03
HiringLabNationalAI,2019-03-09,GB,United Kingdom,2.11
HiringLabNationalAI,2019-03-09,US,United States,1.73
HiringLabNationalAI,2019-03-10,DE,Germany,2.04
HiringLabNationalAI,2019-03-10,GB,United Kingdom,2.11
HiringLabNationalAI,2019-03-10,US,United States,1.73
HiringLabNationalAI,2019-03-11,DE,Germany,2.05
HiringLabNationalAI,2019-03-11,GB,United Kingdom,2.1
HiringLabNationalAI,2019-03-11,US,United States,1.73
HiringLabNationalAI,2019-03-12,DE,Germany,2.05
HiringLabNationalAI,2019-03-12,GB,United Kingdom,2.09
HiringLabNationalAI,2019-03-12,US,United States,1.72
HiringLabNationalAI,2019-03-13,DE,Germany,2.06
HiringLabNationalAI,2019-03-13,GB,United Kingdom,2.06
HiringLabNationalAI,2019-03-13,US,United States,1.72
HiringLabNationalAI,2019-03-14,DE,Germany,2.07
HiringLabNationalAI,2019-03-14,GB,United Kingdom,2.06
HiringLabNationalAI,2019-03-14,US,United States,1.72
HiringLabNationalAI,2019-03-15,DE,Germany,2.07
HiringLabNationalAI,2019-03-15,GB,United Kingdom,2.05
HiringLabNationalAI,2019-03-15,US,United States,1.71
HiringLabNationalAI,2019-03-16,DE,Germany,2.08
HiringLabNationalAI,2019-03-16,GB,United Kingdom,2.05
HiringLabNationalAI,2019-03-16,US,United States,1.71
HiringLabNationalAI,2019-03-17,DE,Germany,2.09
HiringLabNationalAI,2019-03-17,GB,United Kingdom,2.04
HiringLabNationalAI,2019-03-17,US,United States,1.71
HiringLabNationalAI,2019-03-18,DE,Germany,2.09
HiringLabNationalAI,2019-03-18,GB,United Kingdom,2.03
HiringLabNationalAI,2019-03-18,US,United States,1.71
HiringLabNationalAI,2019-03-19,DE,Germany,2.09
HiringLabNationalAI,2019-03-19,GB,United Kingdom,2.03
HiringLabNationalAI,2019-03-19,US,United States,1.71
HiringLabNationalAI,2019-03-20,DE,Germany,2.1
HiringLabNationalAI,2019-03-20,GB,United Kingdom,2.02
HiringLabNationalAI,2019-03-20,US,United States,1.7
HiringLabNationalAI,2019-03-21,DE,Germany,2.1
HiringLabNationalAI,2019-03-21,GB,United Kingdom,2.02
HiringLabNationalAI,2019-03-21,US,United States,1.7
HiringLabNationalAI,2019-03-22,DE,Germany,2.11
HiringLabNationalAI,2019-03-22,GB,United Kingdom,2.01
HiringLabNationalAI,2019-03-22,US,United States,1.7
HiringLabNationalAI,2019-03-23,DE,Germany,2.11
HiringLabNationalAI,2019-03-23,GB,United Kingdom,2.01
HiringLabNationalAI,2019-03-23,US,United States,1.69
HiringLabNationalAI,2019-03-24,DE,Germany,2.11
HiringLabNationalAI,2019-03-24,GB,United Kingdom,2
HiringLabNationalAI,2019-03-24,US,United States,1.69
HiringLabNationalAI,2019-03-25,DE,Germany,2.11
HiringLabNationalAI,2019-03-25,GB,United Kingdom,2
HiringLabNationalAI,2019-03-25,US,United States,1.69
HiringLabNationalAI,2019-03-26,DE,Germany,2.11
HiringLabNationalAI,2019-03-26,GB,United Kingdom,2
HiringLabNationalAI,2019-03-26,US,United States,1.68
HiringLabNationalAI,2019-03-27,DE,Germany,2.11
HiringLabNationalAI,2019-03-27,GB,United Kingdom,2
HiringLabNationalAI,2019-03-27,US,United States,1.68
HiringLabNationalAI,2019-03-28,DE,Germany,2.11
HiringLabNationalAI,2019-03-28,GB,United Kingdom,1.99
HiringLabNationalAI,2019-03-28,US,United States,1.68
HiringLabNationalAI,2019-03-29,DE,Germany,2.12
HiringLabNationalAI,2019-03-29,GB,United Kingdom,1.99
HiringLabNationalAI,2019-03-29,US,United States,1.68
HiringLabNationalAI,2019-03-30,DE,Germany,2.12
HiringLabNationalAI,2019-03-30,GB,United Kingdom,1.99
HiringLabNationalAI,2019-03-30,US,United States,1.68
HiringLabNationalAI,2019-03-31,DE,Germany,2.12
HiringLabNationalAI,2019-03-31,GB,United Kingdom,1.99
HiringLabNationalAI,2019-03-31,US,United States,1.68
HiringLabNationalAI,2019-04-01,DE,Germany,2.12
HiringLabNationalAI,2019-04-01,GB,United Kingdom,1.99
HiringLabNationalAI,2019-04-01,US,United States,1.68
HiringLabNationalAI,2019-04-02,DE,Germany,2.12
HiringLabNationalAI,2019-04-02,GB,United Kingdom,1.99
HiringLabNationalAI,2019-04-02,US,United States,1.68
HiringLabNationalAI,2019-04-03,DE,Germany,2.12
HiringLabNationalAI,2019-04-03,GB,United Kingdom,1.99
HiringLabNationalAI,2019-04-03,US,United States,1.68
HiringLabNationalAI,2019-04-04,DE,Germany,2.12
HiringLabNationalAI,2019-04-04,GB,United Kingdom,1.99
HiringLabNationalAI,2019-04-04,US,United States,1.68
HiringLabNationalAI,2019-04-05,DE,Germany,2.11
HiringLabNationalAI,2019-04-05,GB,United Kingdom,1.99
HiringLabNationalAI,2019-04-05,US,United States,1.68
HiringLabNationalAI,2019-04-06,DE,Germany,2.11
HiringLabNationalAI,2019-04-06,GB,United Kingdom,1.98
HiringLabNationalAI,2019-04-06,US,United States,1.68
HiringLabNationalAI,2019-04-07,DE,Germany,2.11
HiringLabNationalAI,2019-04-07,GB,United Kingdom,1.98
HiringLabNationalAI,2019-04-07,US,United States,1.67
HiringLabNationalAI,2019-04-08,DE,Germany,2.1
HiringLabNationalAI,2019-04-08,GB,United Kingdom,1.98
HiringLabNationalAI,2019-04-08,US,United States,1.67
HiringLabNationalAI,2019-04-09,DE,Germany,2.11
HiringLabNationalAI,2019-04-09,GB,United Kingdom,1.97
HiringLabNationalAI,2019-04-09,US,United States,1.67
HiringLabNationalAI,2019-04-10,DE,Germany,2.1
HiringLabNationalAI,2019-04-10,GB,United Kingdom,1.97
HiringLabNationalAI,2019-04-10,US,United States,1.67
HiringLabNationalAI,2019-04-11,DE,Germany,2.11
HiringLabNationalAI,2019-04-11,GB,United Kingdom,1.96
HiringLabNationalAI,2019-04-11,US,United States,1.67
HiringLabNationalAI,2019-04-12,DE,Germany,2.11
HiringLabNationalAI,2019-04-12,GB,United Kingdom,1.96
HiringLabNationalAI,2019-04-12,US,United States,1.67
HiringLabNationalAI,2019-04-13,DE,Germany,2.11
HiringLabNationalAI,2019-04-13,GB,United Kingdom,1.96
HiringLabNationalAI,2019-04-13,US,United States,1.67
HiringLabNationalAI,2019-04-14,DE,Germany,2.12
HiringLabNationalAI,2019-04-14,GB,United Kingdom,1.96
HiringLabNationalAI,2019-04-14,US,United States,1.67
HiringLabNationalAI,2019-04-15,DE,Germany,2.12
HiringLabNationalAI,2019-04-15,GB,United Kingdom,1.95
HiringLabNationalAI,2019-04-15,US,United States,1.67
HiringLabNationalAI,2019-04-16,DE,Germany,2.12
HiringLabNationalAI,2019-04-16,GB,United Kingdom,1.95
HiringLabNationalAI,2019-04-16,US,United States,1.67
HiringLabNationalAI,2019-04-17,DE,Germany,2.13
HiringLabNationalAI,2019-04-17,GB,United Kingdom,1.95
HiringLabNationalAI,2019-04-17,US,United States,1.67
HiringLabNationalAI,2019-04-18,DE,Germany,2.13
HiringLabNationalAI,2019-04-18,GB,United Kingdom,1.96
HiringLabNationalAI,2019-04-18,US,United States,1.66
HiringLabNationalAI,2019-04-19,DE,Germany,2.13
HiringLabNationalAI,2019-04-19,GB,United Kingdom,1.96
HiringLabNationalAI,2019-04-19,US,United States,1.66
HiringLabNationalAI,2019-04-20,DE,Germany,2.13
HiringLabNationalAI,2019-04-20,GB,United Kingdom,1.96
HiringLabNationalAI,2019-04-20,US,United States,1.66
HiringLabNationalAI,2019-04-21,DE,Germany,2.13
HiringLabNationalAI,2019-04-21,GB,United Kingdom,1.97
HiringLabNationalAI,2019-04-21,US,United States,1.66
HiringLabNationalAI,2019-04-22,DE,Germany,2.13
HiringLabNationalAI,2019-04-22,GB,United Kingdom,1.97
HiringLabNationalAI,2019-04-22,US,United States,1.66
HiringLabNationalAI,2019-04-23,DE,Germany,2.13
HiringLabNationalAI,2019-04-23,GB,United Kingdom,1.98
HiringLabNationalAI,2019-04-23,US,United States,1.65
HiringLabNationalAI,2019-04-24,DE,Germany,2.12
HiringLabNationalAI,2019-04-24,GB,United Kingdom,1.99
HiringLabNationalAI,2019-04-24,US,United States,1.66
HiringLabNationalAI,2019-04-25,DE,Germany,2.12
HiringLabNationalAI,2019-04-25,GB,United Kingdom,2
HiringLabNationalAI,2019-04-25,US,United States,1.66
HiringLabNationalAI,2019-04-26,DE,Germany,2.12
HiringLabNationalAI,2019-04-26,GB,United Kingdom,2.01
HiringLabNationalAI,2019-04-26,US,United States,1.65
HiringLabNationalAI,2019-04-27,DE,Germany,2.12
HiringLabNationalAI,2019-04-27,GB,United Kingdom,2.01
HiringLabNationalAI,2019-04-27,US,United States,1.66
HiringLabNationalAI,2019-04-28,DE,Germany,2.12
HiringLabNationalAI,2019-04-28,GB,United Kingdom,2.02
HiringLabNationalAI,2019-04-28,US,United States,1.66
HiringLabNationalAI,2019-04-29,DE,Germany,2.12
HiringLabNationalAI,2019-04-29,GB,United Kingdom,2.03
HiringLabNationalAI,2019-04-29,US,United States,1.66
HiringLabNationalAI,2019-04-30,DE,Germany,2.13
HiringLabNationalAI,2019-04-30,GB,United Kingdom,2.03
HiringLabNationalAI,2019-04-30,US,United States,1.67
HiringLabNationalAI,2019-05-01,DE,Germany,2.13
HiringLabNationalAI,2019-05-01,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-01,US,United States,1.66
HiringLabNationalAI,2019-05-02,DE,Germany,2.12
HiringLabNationalAI,2019-05-02,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-02,US,United States,1.67
HiringLabNationalAI,2019-05-03,DE,Germany,2.13
HiringLabNationalAI,2019-05-03,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-03,US,United States,1.67
HiringLabNationalAI,2019-05-04,DE,Germany,2.13
HiringLabNationalAI,2019-05-04,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-04,US,United States,1.67
HiringLabNationalAI,2019-05-05,DE,Germany,2.12
HiringLabNationalAI,2019-05-05,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-05,US,United States,1.66
HiringLabNationalAI,2019-05-06,DE,Germany,2.12
HiringLabNationalAI,2019-05-06,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-06,US,United States,1.66
HiringLabNationalAI,2019-05-07,DE,Germany,2.12
HiringLabNationalAI,2019-05-07,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-07,US,United States,1.66
HiringLabNationalAI,2019-05-08,DE,Germany,2.12
HiringLabNationalAI,2019-05-08,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-08,US,United States,1.66
HiringLabNationalAI,2019-05-09,DE,Germany,2.13
HiringLabNationalAI,2019-05-09,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-09,US,United States,1.66
HiringLabNationalAI,2019-05-10,DE,Germany,2.13
HiringLabNationalAI,2019-05-10,GB,United Kingdom,2.03
HiringLabNationalAI,2019-05-10,US,United States,1.66
HiringLabNationalAI,2019-05-11,DE,Germany,2.13
HiringLabNationalAI,2019-05-11,GB,United Kingdom,2.02
HiringLabNationalAI,2019-05-11,US,United States,1.66
HiringLabNationalAI,2019-05-12,DE,Germany,2.13
HiringLabNationalAI,2019-05-12,GB,United Kingdom,2.02
HiringLabNationalAI,2019-05-12,US,United States,1.66
HiringLabNationalAI,2019-05-13,DE,Germany,2.12
HiringLabNationalAI,2019-05-13,GB,United Kingdom,2.01
HiringLabNationalAI,2019-05-13,US,United States,1.66
HiringLabNationalAI,2019-05-14,DE,Germany,2.12
HiringLabNationalAI,2019-05-14,GB,United Kingdom,2.01
HiringLabNationalAI,2019-05-14,US,United States,1.65
HiringLabNationalAI,2019-05-15,DE,Germany,2.12
HiringLabNationalAI,2019-05-15,GB,United Kingdom,2.01
HiringLabNationalAI,2019-05-15,US,United States,1.66
HiringLabNationalAI,2019-05-16,DE,Germany,2.12
HiringLabNationalAI,2019-05-16,GB,United Kingdom,2.01
HiringLabNationalAI,2019-05-16,US,United States,1.66
HiringLabNationalAI,2019-05-17,DE,Germany,2.11
HiringLabNationalAI,2019-05-17,GB,United Kingdom,2.01
HiringLabNationalAI,2019-05-17,US,United States,1.66
HiringLabNationalAI,2019-05-18,DE,Germany,2.1
HiringLabNationalAI,2019-05-18,GB,United Kingdom,2
HiringLabNationalAI,2019-05-18,US,United States,1.66
HiringLabNationalAI,2019-05-19,DE,Germany,2.1
HiringLabNationalAI,2019-05-19,GB,United Kingdom,2.01
HiringLabNationalAI,2019-05-19,US,United States,1.66
HiringLabNationalAI,2019-05-20,DE,Germany,2.1
HiringLabNationalAI,2019-05-20,GB,United Kingdom,2.01
HiringLabNationalAI,2019-05-20,US,United States,1.66
HiringLabNationalAI,2019-05-21,DE,Germany,2.09
HiringLabNationalAI,2019-05-21,GB,United Kingdom,2
HiringLabNationalAI,2019-05-21,US,United States,1.67
HiringLabNationalAI,2019-05-22,DE,Germany,2.09
HiringLabNationalAI,2019-05-22,GB,United Kingdom,2
HiringLabNationalAI,2019-05-22,US,United States,1.67
HiringLabNationalAI,2019-05-23,DE,Germany,2.09
HiringLabNationalAI,2019-05-23,GB,United Kingdom,2
HiringLabNationalAI,2019-05-23,US,United States,1.67
HiringLabNationalAI,2019-05-24,DE,Germany,2.09
HiringLabNationalAI,2019-05-24,GB,United Kingdom,2
HiringLabNationalAI,2019-05-24,US,United States,1.67
HiringLabNationalAI,2019-05-25,DE,Germany,2.09
HiringLabNationalAI,2019-05-25,GB,United Kingdom,2
HiringLabNationalAI,2019-05-25,US,United States,1.67
HiringLabNationalAI,2019-05-26,DE,Germany,2.08
HiringLabNationalAI,2019-05-26,GB,United Kingdom,2
HiringLabNationalAI,2019-05-26,US,United States,1.67
HiringLabNationalAI,2019-05-27,DE,Germany,2.08
HiringLabNationalAI,2019-05-27,GB,United Kingdom,2
HiringLabNationalAI,2019-05-27,US,United States,1.66
HiringLabNationalAI,2019-05-28,DE,Germany,2.08
HiringLabNationalAI,2019-05-28,GB,United Kingdom,2
HiringLabNationalAI,2019-05-28,US,United States,1.66
HiringLabNationalAI,2019-05-29,DE,Germany,2.07
HiringLabNationalAI,2019-05-29,GB,United Kingdom,2
HiringLabNationalAI,2019-05-29,US,United States,1.66
HiringLabNationalAI,2019-05-30,DE,Germany,2.07
HiringLabNationalAI,2019-05-30,GB,United Kingdom,2
HiringLabNationalAI,2019-05-30,US,United States,1.66
HiringLabNationalAI,2019-05-31,DE,Germany,2.07
HiringLabNationalAI,2019-05-31,GB,United Kingdom,2
HiringLabNationalAI,2019-05-31,US,United States,1.66
HiringLabNationalAI,2019-06-01,DE,Germany,2.07
HiringLabNationalAI,2019-06-01,GB,United Kingdom,2.01
HiringLabNationalAI,2019-06-01,US,United States,1.66
HiringLabNationalAI,2019-06-02,DE,Germany,2.07
HiringLabNationalAI,2019-06-02,GB,United Kingdom,2.01
HiringLabNationalAI,2019-06-02,US,United States,1.66
HiringLabNationalAI,2019-06-03,DE,Germany,2.07
HiringLabNationalAI,2019-06-03,GB,United Kingdom,2.02
HiringLabNationalAI,2019-06-03,US,United States,1.67
HiringLabNationalAI,2019-06-04,DE,Germany,2.07
HiringLabNationalAI,2019-06-04,GB,United Kingdom,2.02
HiringLabNationalAI,2019-06-04,US,United States,1.67
HiringLabNationalAI,2019-06-05,DE,Germany,2.07
HiringLabNationalAI,2019-06-05,GB,United Kingdom,2.02
HiringLabNationalAI,2019-06-05,US,United States,1.67
HiringLabNationalAI,2019-06-06,DE,Germany,2.07
HiringLabNationalAI,2019-06-06,GB,United Kingdom,2.03
HiringLabNationalAI,2019-06-06,US,United States,1.66
HiringLabNationalAI,2019-06-07,DE,Germany,2.06
HiringLabNationalAI,2019-06-07,GB,United Kingdom,2.03
HiringLabNationalAI,2019-06-07,US,United States,1.66
HiringLabNationalAI,2019-06-08,DE,Germany,2.06
HiringLabNationalAI,2019-06-08,GB,United Kingdom,2.02
HiringLabNationalAI,2019-06-08,US,United States,1.66
